"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"1466",8,8,99,87,99,79,48,"clear_ex","clear_in","clear_in","clear_in"
"1467",9,7,53,67,87,76,48,"none","none","clear_in","clear_ex"
"1468",10,18,49,87,95,82,48,"clear_in","clear_ex","clear_ex","clear_in"
"1469",11,13,98,91,99,84,48,"clear_ex","clear_in","none","clear_in"
"1470",12,10,94,91,97,80,48,"clear_in","none","ambiguous","clear_in"
"1471",13,12,98,93,95,85,48,"none","ambiguous","clear_in","none"
"1472",14,28,80,87,96,93,48,"none","clear_in","ambiguous","clear_in"
"1473",15,16,65,85,98,85,48,"clear_in","clear_in","ambiguous","clear_in"
"1474",16,21,99,95,99,95,48,"clear_in","clear_in","ambiguous","none"
"1475",17,27,100,97,98,97,48,"clear_in","ambiguous","ambiguous","clear_in"
"1476",18,1,99,95,98,88,48,"ambiguous","clear_in","clear_in","clear_in"
"1477",19,4,98,96,100,98,48,"clear_in","clear_ex","clear_in","clear_in"
"1478",20,30,96,100,98,94,48,"ambiguous","clear_in","clear_ex","clear_in"
"1479",21,31,84,95,97,97,48,"ambiguous","none","clear_in","clear_in"
"1480",22,19,97,73,96,99,48,"clear_in","ambiguous","none","clear_ex"
"1481",23,26,98,100,98,99,48,"none","clear_in","clear_in","clear_ex"
"1482",24,25,61,98,94,97,48,"ambiguous","none","clear_in","clear_ex"
"1483",25,24,100,83,89,92,48,"none","ambiguous","clear_in","clear_ex"
"1484",26,9,62,95,93,92,48,"none","clear_in","none","none"
"1485",27,5,61,97,98,99,48,"clear_ex","ambiguous","clear_in","clear_ex"
"1486",28,20,95,84,94,87,48,"clear_in","clear_in","clear_ex","clear_ex"
"1487",29,6,96,95,94,94,48,"clear_in","none","clear_ex","clear_in"
"1488",30,23,51,98,99,100,48,"none","clear_in","clear_ex","clear_in"
"1489",0,10,100,99,98,46,49,"clear_in","ambiguous","ambiguous","clear_ex"
"1490",1,19,99,97,96,98,49,"clear_in","ambiguous","clear_in","clear_in"
"1491",2,6,49,32,99,17,49,"ambiguous","ambiguous","clear_in","clear_ex"
"1492",3,5,1,1,99,2,49,"ambiguous","clear_in","clear_in","none"
"1493",4,30,98,76,98,2,49,"clear_in","clear_in","ambiguous","clear_ex"
"1494",5,8,99,0,98,21,49,"clear_in","clear_in","none","none"
"1495",6,21,44,3,100,53,49,"none","clear_in","none","clear_in"
"1496",7,20,74,99,98,64,49,"ambiguous","clear_in","none","none"
"1497",8,2,53,97,97,98,49,"clear_ex","clear_in","clear_ex","clear_in"
"1498",9,17,90,98,99,52,49,"ambiguous","clear_in","clear_in","clear_in"
"1499",10,24,2,0,98,2,49,"none","clear_in","ambiguous","clear_in"
"1500",11,13,97,100,99,97,49,"clear_ex","clear_in","clear_in","none"
"1501",12,1,99,1,98,98,49,"ambiguous","clear_in","ambiguous","clear_in"
"1502",13,12,1,100,98,97,49,"ambiguous","none","clear_in","clear_ex"
"1503",14,28,98,1,98,16,49,"clear_in","ambiguous","ambiguous","clear_in"
"1504",15,4,64,97,97,67,49,"ambiguous","clear_in","none","clear_ex"
"1505",16,31,98,3,98,67,49,"ambiguous","clear_in","none","clear_in"
"1506",17,3,99,98,98,98,49,"ambiguous","clear_in","ambiguous","none"
"1507",18,16,19,2,96,3,49,"none","ambiguous","clear_in","none"
"1508",19,11,61,50,45,37,49,"clear_ex","clear_in","clear_in","clear_ex"
"1509",20,7,79,2,98,22,49,"clear_ex","clear_in","clear_in","clear_in"
"1510",21,26,67,3,31,29,49,"clear_in","none","clear_ex","clear_in"
"1511",22,14,54,53,96,60,49,"clear_in","clear_ex","none","none"
"1512",23,27,75,99,98,99,49,"ambiguous","none","clear_in","clear_in"
"1513",24,18,63,8,98,95,49,"clear_in","clear_in","clear_in","clear_in"
"1514",25,22,26,1,100,98,49,"clear_in","clear_ex","ambiguous","clear_ex"
"1515",26,23,1,0,97,98,49,"clear_ex","clear_in","ambiguous","clear_ex"
"1516",27,29,2,2,98,2,49,"clear_ex","clear_in","ambiguous","none"
"1517",28,25,97,54,99,98,49,"none","clear_in","clear_in","clear_in"
"1518",29,15,18,2,97,1,49,"clear_in","clear_in","clear_in","clear_ex"
"1519",30,9,99,98,99,98,49,"clear_in","clear_in","none","clear_ex"
"1520",0,31,73,0,66,13,50,"clear_ex","none","clear_in","none"
"1521",1,17,97,29,74,67,50,"clear_in","clear_in","clear_in","clear_in"
"1522",2,7,68,0,64,28,50,"ambiguous","clear_in","clear_in","none"
"1523",3,8,81,0,69,9,50,"clear_in","clear_in","none","clear_in"
"1524",4,6,38,2,64,13,50,"clear_in","clear_ex","ambiguous","clear_in"
"1525",5,20,47,2,81,4,50,"none","clear_in","ambiguous","none"
"1526",6,29,32,1,67,10,50,"ambiguous","clear_in","clear_in","clear_ex"
"1527",7,14,9,2,23,2,50,"clear_in","clear_ex","clear_ex","clear_in"
"1528",8,25,72,1,50,6,50,"ambiguous","ambiguous","clear_in","none"
"1529",9,13,55,5,54,11,50,"ambiguous","clear_in","none","none"
"1530",10,22,84,2,38,4,50,"clear_in","none","clear_in","clear_ex"
"1531",11,12,54,1,31,2,50,"clear_ex","clear_in","clear_in","clear_in"
"1532",12,2,55,0,47,6,50,"clear_in","ambiguous","clear_in","clear_ex"
"1533",13,21,19,2,28,3,50,"none","clear_in","clear_ex","none"
"1534",14,9,27,0,23,0,50,"clear_in","none","clear_ex","clear_in"
"1535",15,26,2,1,0,1,50,"none","clear_in","none","none"
"1536",16,3,62,0,19,2,50,"none","clear_in","clear_in","clear_ex"
"1537",17,10,55,1,7,1,50,"none","clear_in","ambiguous","clear_in"
"1538",18,16,16,0,17,0,50,"clear_ex","clear_in","clear_ex","clear_in"
"1539",19,15,14,1,47,3,50,"clear_ex","clear_in","ambiguous","clear_ex"
"1540",20,24,3,1,19,3,50,"none","clear_in","clear_ex","clear_in"
"1541",21,5,16,1,19,1,50,"clear_in","clear_in","clear_ex","clear_ex"
"1542",22,27,91,1,87,5,50,"clear_in","clear_in","none","none"
"1543",23,18,43,2,17,1,50,"clear_in","clear_ex","clear_in","clear_in"
"1544",24,19,71,1,24,1,50,"clear_in","clear_in","clear_ex","clear_in"
"1545",25,30,18,0,23,1,50,"clear_ex","clear_in","none","clear_in"
"1546",26,1,41,1,16,1,50,"clear_in","none","clear_ex","none"
"1547",27,11,19,2,5,1,50,"none","none","clear_in","clear_in"
"1548",28,28,29,1,16,3,50,"clear_in","ambiguous","ambiguous","clear_ex"
"1549",29,23,30,1,25,4,50,"clear_ex","clear_in","clear_in","clear_ex"
"1550",30,4,11,2,8,1,50,"none","ambiguous","clear_in","none"
"1551",0,3,92,44,99,54,51,"none","clear_in","clear_in","clear_in"
"1552",1,25,31,49,48,60,51,"clear_in","ambiguous","clear_ex","none"
"1553",2,4,42,56,73,64,51,"ambiguous","none","clear_in","clear_ex"
"1554",3,2,82,66,81,64,51,"none","none","clear_in","clear_ex"
"1555",4,31,50,47,81,56,51,"none","clear_ex","clear_in","clear_in"
"1556",5,30,70,41,69,49,51,"ambiguous","ambiguous","clear_in","none"
"1557",6,16,20,64,66,66,51,"clear_in","clear_ex","clear_in","clear_ex"
"1558",7,21,69,40,34,41,51,"ambiguous","clear_in","clear_in","none"
"1559",8,13,87,35,88,65,51,"clear_in","clear_in","clear_ex","clear_ex"
"1560",9,9,90,69,74,66,51,"clear_in","none","none","clear_ex"
"1561",10,10,57,33,81,57,51,"none","ambiguous","clear_in","clear_in"
"1562",11,6,67,68,75,61,51,"ambiguous","ambiguous","clear_in","clear_ex"
"1563",12,27,98,73,91,77,51,"clear_in","none","clear_in","clear_in"
"1564",13,15,74,71,87,55,51,"ambiguous","clear_in","none","clear_in"
"1565",14,5,70,69,87,64,51,"none","clear_ex","clear_in","none"
"1566",15,7,88,44,88,50,51,"ambiguous","none","clear_in","clear_in"
"1567",16,20,77,70,75,66,51,"clear_in","ambiguous","none","clear_in"
"1568",17,1,83,75,80,72,51,"clear_in","none","clear_ex","none"
"1569",18,28,81,77,87,49,51,"clear_in","clear_in","none","none"
"1570",19,11,93,72,74,45,51,"clear_in","none","ambiguous","none"
"1571",20,14,76,47,82,46,51,"ambiguous","clear_ex","clear_in","none"
"1572",21,19,80,63,69,56,51,"ambiguous","clear_in","none","none"
"1573",22,8,66,42,80,52,51,"none","ambiguous","clear_in","clear_ex"
"1574",23,17,85,67,77,62,51,"clear_in","ambiguous","none","clear_ex"
"1575",24,29,61,62,78,54,51,"ambiguous","clear_in","clear_ex","none"
"1576",25,24,66,33,70,33,51,"clear_in","ambiguous","none","none"
"1577",26,23,33,41,76,57,51,"clear_in","clear_ex","clear_ex","clear_in"
"1578",27,26,52,63,40,54,51,"clear_in","clear_ex","ambiguous","clear_in"
"1579",28,12,55,63,89,56,51,"none","clear_in","ambiguous","clear_in"
"1580",29,18,60,60,71,35,51,"clear_in","clear_ex","clear_in","clear_in"
"1581",30,22,88,72,94,65,51,"clear_in","none","clear_in","none"
"1582",0,28,24,49,63,65,52,"clear_in","none","ambiguous","clear_in"
"1583",1,7,92,50,39,49,52,"clear_in","none","none","clear_in"
"1584",2,12,39,22,41,51,52,"ambiguous","ambiguous","clear_in","none"
"1585",3,4,49,27,47,59,52,"none","clear_ex","clear_in","clear_in"
"1586",4,10,83,51,66,44,52,"clear_in","clear_in","none","none"
"1587",5,18,27,33,37,16,52,"clear_in","clear_ex","ambiguous","none"
"1588",6,11,48,15,49,18,52,"ambiguous","clear_ex","clear_in","clear_ex"
"1589",7,6,34,12,64,26,52,"ambiguous","none","clear_in","clear_in"
"1590",8,16,25,25,44,19,52,"clear_in","clear_in","clear_in","clear_in"
"1591",9,20,29,13,47,11,52,"clear_ex","clear_in","none","none"
"1592",10,22,86,49,47,50,52,"clear_in","none","none","none"
"1593",11,8,59,24,64,24,52,"clear_in","clear_ex","clear_in","clear_ex"
"1594",12,17,60,23,46,27,52,"clear_in","ambiguous","clear_in","none"
"1595",13,30,21,56,70,46,52,"clear_ex","clear_ex","clear_in","clear_in"
"1596",14,5,78,32,78,36,52,"clear_in","clear_ex","ambiguous","clear_in"
"1597",15,13,53,55,70,49,52,"ambiguous","clear_in","none","clear_ex"
"1598",16,29,17,37,76,62,52,"none","clear_in","none","none"
"1599",17,2,19,19,79,30,52,"clear_ex","ambiguous","clear_in","clear_ex"
"1600",18,9,48,55,64,27,52,"clear_ex","clear_in","ambiguous","none"
"1601",19,14,47,82,80,78,52,"none","none","clear_in","clear_in"
"1602",20,25,29,74,67,55,52,"clear_ex","clear_in","ambiguous","clear_in"
"1603",21,1,92,100,98,65,52,"clear_in","none","none","clear_ex"
"1604",22,23,62,81,73,70,52,"clear_in","clear_in","ambiguous","clear_in"
"1605",23,19,49,22,41,23,52,"none","ambiguous","clear_in","none"
"1606",24,21,39,26,49,39,52,"ambiguous","clear_ex","clear_in","none"
"1607",25,31,66,98,77,92,52,"clear_ex","clear_in","clear_in","clear_ex"
"1608",26,24,85,87,75,83,52,"ambiguous","clear_in","none","clear_in"
"1609",27,27,50,76,85,61,52,"clear_in","clear_ex","none","none"
"1610",28,3,53,31,52,26,52,"clear_ex","clear_in","clear_in","clear_in"
"1611",29,26,97,77,78,78,52,"clear_in","ambiguous","ambiguous","none"
"1612",30,15,37,69,58,30,52,"clear_in","none","clear_ex","clear_in"
"1613",0,30,68,43,82,26,53,"ambiguous","clear_in","clear_in","clear_in"
"1614",1,11,99,42,54,28,53,"clear_in","clear_in","none","clear_in"
"1615",2,29,27,27,72,9,53,"none","clear_in","none","clear_ex"
"1616",3,20,52,22,54,6,53,"clear_in","clear_in","clear_in","clear_in"
"1617",4,28,41,24,66,11,53,"ambiguous","clear_in","clear_in","none"
"1618",5,24,12,9,48,1,53,"clear_in","clear_ex","ambiguous","none"
"1619",6,14,48,11,70,6,53,"none","clear_in","ambiguous","clear_in"
"1620",7,12,31,12,51,0,53,"ambiguous","clear_ex","clear_in","clear_in"
"1621",8,31,14,15,47,12,53,"none","clear_ex","clear_in","none"
"1622",9,4,27,19,43,5,53,"clear_in","clear_in","clear_ex","clear_ex"
"1623",10,6,17,16,27,4,53,"clear_in","none","clear_ex","none"
"1624",11,16,24,9,42,3,53,"clear_in","ambiguous","clear_ex","clear_ex"
"1625",12,1,47,15,46,4,53,"clear_in","clear_ex","none","clear_in"
"1626",13,7,78,16,72,6,53,"clear_in","clear_in","ambiguous","clear_ex"
"1627",14,21,86,31,76,10,53,"none","none","clear_in","clear_in"
"1628",15,5,31,16,51,12,53,"clear_ex","ambiguous","clear_in","none"
"1629",16,22,48,14,42,4,53,"none","none","clear_in","none"
"1630",17,3,26,17,48,13,53,"ambiguous","none","clear_in","none"
"1631",18,13,79,17,45,15,53,"clear_in","clear_ex","none","none"
"1632",19,25,31,17,57,4,53,"clear_ex","clear_in","clear_ex","clear_in"
"1633",20,17,45,8,46,5,53,"clear_in","clear_in","clear_ex","clear_in"
"1634",21,19,44,27,42,0,53,"clear_ex","clear_in","clear_in","none"
"1635",22,9,51,20,45,6,53,"ambiguous","none","clear_in","clear_in"
"1636",23,26,82,3,33,1,53,"clear_in","ambiguous","ambiguous","none"
"1637",24,8,38,10,43,3,53,"clear_ex","none","clear_in","clear_in"
"1638",25,15,45,25,43,20,53,"none","ambiguous","clear_in","clear_ex"
"1639",26,23,30,14,41,6,53,"clear_in","clear_ex","clear_in","clear_in"
"1640",27,10,46,17,42,14,53,"ambiguous","clear_in","ambiguous","clear_in"
"1641",28,27,42,24,40,18,53,"clear_in","clear_ex","clear_in","none"
"1642",29,2,69,20,39,8,53,"clear_in","none","clear_in","clear_ex"
"1643",30,18,59,15,37,5,53,"clear_in","none","ambiguous","clear_in"
"1644",0,11,98,2,40,23,54,"clear_in","clear_in","clear_in","clear_in"
"1645",1,16,47,14,98,3,54,"clear_in","ambiguous","clear_ex","clear_ex"
"1646",2,12,82,25,86,17,54,"clear_in","clear_in","clear_ex","clear_in"
"1647",3,23,2,22,98,14,54,"ambiguous","clear_in","ambiguous","none"
"1648",4,18,98,14,66,15,54,"clear_in","none","ambiguous","clear_in"
"1649",5,28,48,25,91,11,54,"clear_ex","ambiguous","clear_in","clear_in"
"1650",6,8,46,14,81,13,54,"ambiguous","ambiguous","clear_in","clear_ex"
"1651",7,24,78,16,91,16,54,"none","clear_in","ambiguous","none"
"1652",8,15,57,19,95,26,54,"none","clear_in","clear_ex","none"
"1653",9,26,97,36,96,30,54,"ambiguous","clear_in","none","clear_in"
"1654",10,27,50,35,93,13,54,"none","clear_ex","clear_in","none"
"1655",11,1,95,36,95,41,54,"clear_in","none","clear_in","clear_in"
"1656",12,4,49,11,98,27,54,"clear_in","clear_ex","ambiguous","none"
"1657",13,17,98,9,89,16,54,"none","clear_ex","clear_in","clear_in"
"1658",14,2,97,10,99,15,54,"clear_in","ambiguous","clear_in","none"
"1659",15,22,50,47,83,27,54,"clear_in","clear_ex","ambiguous","clear_in"
"1660",16,19,50,6,88,71,54,"ambiguous","clear_in","clear_ex","clear_ex"
"1661",17,5,97,8,96,42,54,"clear_in","none","none","clear_in"
"1662",18,6,49,39,97,54,54,"ambiguous","clear_in","ambiguous","clear_in"
"1663",19,30,98,31,93,32,54,"ambiguous","ambiguous","clear_in","clear_in"
"1664",20,31,98,34,99,56,54,"ambiguous","clear_in","clear_in","clear_ex"
"1665",21,29,99,47,98,52,54,"clear_in","ambiguous","none","clear_in"
"1666",22,20,97,51,97,42,54,"clear_in","clear_ex","clear_in","none"
"1667",23,9,60,13,81,39,54,"clear_in","ambiguous","ambiguous","clear_ex"
"1668",24,13,66,51,93,54,54,"ambiguous","none","clear_in","clear_ex"
"1669",25,10,96,11,64,37,54,"clear_in","ambiguous","none","none"
"1670",26,14,82,14,81,19,54,"clear_ex","clear_ex","clear_in","clear_in"
"1671",27,25,98,48,97,64,54,"none","clear_in","clear_in","none"
"1672",28,21,99,37,87,53,54,"clear_in","none","clear_in","none"
"1673",29,3,64,34,50,15,54,"ambiguous","clear_in","clear_ex","none"
"1674",30,7,51,30,82,40,54,"clear_ex","clear_in","ambiguous","clear_in"
"1675",0,26,30,2,99,1,55,"none","clear_in","ambiguous","clear_ex"
"1676",1,23,29,0,98,20,55,"ambiguous","none","clear_in","clear_ex"
"1677",2,9,53,5,76,2,55,"ambiguous","none","clear_in","none"
"1678",3,25,82,86,99,92,55,"clear_in","none","none","clear_ex"
"1679",4,10,78,2,70,5,55,"clear_in","clear_ex","ambiguous","clear_in"
"1680",5,31,99,97,99,99,55,"clear_in","clear_in","ambiguous","clear_in"
"1681",6,5,99,10,99,9,55,"clear_in","none","ambiguous","clear_in"
"1682",7,3,88,17,92,24,55,"clear_in","ambiguous","ambiguous","none"
"1683",8,19,4,2,88,29,55,"clear_ex","ambiguous","clear_in","clear_ex"
"1684",9,11,99,1,85,42,55,"clear_in","ambiguous","clear_in","clear_ex"
"1685",10,22,95,3,78,9,55,"none","ambiguous","clear_in","clear_in"
"1686",11,27,27,80,95,78,55,"clear_ex","ambiguous","clear_in","none"
"1687",12,20,55,37,85,21,55,"clear_in","ambiguous","clear_ex","none"
"1688",13,15,90,79,95,91,55,"clear_in","ambiguous","ambiguous","clear_in"
"1689",14,29,95,88,94,75,55,"clear_in","none","none","clear_in"
"1690",15,30,99,86,96,82,55,"clear_in","clear_ex","clear_in","clear_in"
"1691",16,14,91,69,86,76,55,"clear_in","clear_ex","none","none"
"1692",17,1,87,83,87,81,55,"clear_ex","none","clear_in","clear_in"
"1693",18,6,83,83,84,69,55,"ambiguous","clear_in","ambiguous","clear_in"
"1694",19,8,89,28,75,45,55,"clear_in","clear_in","ambiguous","clear_ex"
"1695",20,24,96,91,95,81,55,"none","clear_in","clear_in","clear_ex"
"1696",21,2,84,73,82,57,55,"clear_in","ambiguous","clear_ex","clear_ex"
"1697",22,13,93,98,96,99,55,"ambiguous","clear_in","clear_ex","clear_in"
"1698",23,17,99,97,93,98,55,"ambiguous","clear_in","clear_ex","clear_ex"
"1699",24,28,70,64,90,61,55,"none","none","clear_in","clear_in"
"1700",25,21,94,63,96,83,55,"clear_in","none","clear_in","clear_in"
"1701",26,12,56,9,84,21,55,"clear_ex","clear_in","none","none"
"1702",27,16,3,2,87,1,55,"clear_in","clear_ex","clear_ex","clear_in"
"1703",28,18,84,82,86,66,55,"none","ambiguous","clear_in","clear_ex"
"1704",29,7,96,23,64,30,55,"clear_in","ambiguous","none","clear_ex"
"1705",30,4,78,8,71,11,55,"ambiguous","clear_in","clear_in","clear_ex"
"1706",0,10,75,50,54,59,56,"ambiguous","none","clear_in","none"
"1707",1,31,34,47,64,39,56,"ambiguous","clear_in","none","none"
"1708",2,30,83,37,64,52,56,"none","ambiguous","clear_in","clear_ex"
"1709",3,8,66,43,64,70,56,"clear_in","none","none","clear_in"
"1710",4,27,71,33,35,33,56,"ambiguous","clear_in","none","clear_in"
"1711",5,1,59,63,83,66,56,"clear_ex","clear_in","clear_ex","clear_in"
"1712",6,23,80,51,65,51,56,"ambiguous","ambiguous","clear_in","clear_ex"
"1713",7,4,70,44,62,37,56,"ambiguous","ambiguous","clear_in","none"
"1714",8,11,71,45,54,40,56,"ambiguous","clear_in","ambiguous","clear_in"
"1715",9,7,63,37,76,56,56,"clear_in","ambiguous","none","clear_in"
"1716",10,14,84,52,64,63,56,"clear_ex","clear_in","clear_in","clear_ex"
"1717",11,25,84,49,59,48,56,"clear_in","none","clear_ex","none"
"1718",12,22,64,54,62,70,56,"clear_in","none","ambiguous","none"
"1719",13,2,54,66,57,62,56,"clear_in","clear_in","clear_in","clear_ex"
"1720",14,20,42,33,29,26,56,"none","clear_in","none","clear_ex"
"1721",15,26,58,30,59,59,56,"clear_in","clear_ex","none","clear_in"
"1722",16,29,75,49,69,65,56,"none","clear_in","clear_in","none"
"1723",17,13,63,34,49,48,56,"clear_in","clear_ex","clear_in","clear_ex"
"1724",18,18,82,63,62,54,56,"clear_in","ambiguous","clear_in","none"
"1725",19,12,30,16,61,20,56,"ambiguous","none","clear_in","clear_in"
"1726",20,24,78,75,73,49,56,"ambiguous","clear_ex","clear_in","clear_in"
"1727",21,28,82,64,65,62,56,"clear_in","clear_in","clear_ex","clear_ex"
"1728",22,15,70,30,70,43,56,"none","clear_in","ambiguous","clear_in"
"1729",23,6,51,36,59,38,56,"clear_in","none","clear_ex","clear_in"
"1730",24,9,57,51,57,52,56,"clear_in","ambiguous","ambiguous","clear_ex"
"1731",25,16,84,72,69,69,56,"clear_in","clear_in","clear_ex","clear_in"
"1732",26,19,18,42,57,36,56,"clear_in","ambiguous","none","none"
"1733",27,21,81,71,81,56,56,"ambiguous","clear_in","ambiguous","clear_ex"
"1734",28,3,81,54,75,52,56,"ambiguous","ambiguous","clear_in","clear_in"
"1735",29,5,38,25,32,29,56,"clear_ex","ambiguous","clear_in","clear_ex"
"1736",30,17,69,55,65,60,56,"clear_in","clear_ex","clear_ex","clear_in"
"1737",0,13,22,66,66,44,57,"ambiguous","clear_ex","clear_in","none"
"1738",1,16,39,19,67,14,57,"clear_in","clear_in","clear_in","clear_ex"
"1739",2,5,12,61,65,71,57,"none","clear_ex","clear_in","clear_in"
"1740",3,24,7,67,71,33,57,"clear_in","none","ambiguous","none"
"1741",4,8,16,10,64,3,57,"clear_in","clear_ex","ambiguous","clear_ex"
"1742",5,9,40,16,56,16,57,"ambiguous","clear_in","ambiguous","none"
"1743",6,4,4,3,42,4,57,"clear_in","none","clear_ex","none"
"1744",7,30,52,9,64,6,57,"none","clear_in","clear_ex","none"
"1745",8,11,77,65,74,22,57,"clear_in","ambiguous","ambiguous","none"
"1746",9,23,68,23,77,64,57,"clear_in","none","none","none"
"1747",10,25,77,32,81,50,57,"ambiguous","clear_in","clear_ex","clear_in"
"1748",11,19,61,3,37,5,57,"none","none","clear_in","none"
"1749",12,18,63,25,62,19,57,"none","clear_in","clear_in","clear_ex"
"1750",13,27,32,69,82,60,57,"clear_ex","clear_in","none","clear_in"
"1751",14,14,83,14,53,11,57,"clear_in","ambiguous","clear_ex","clear_in"
"1752",15,29,65,36,64,35,57,"clear_ex","clear_in","clear_in","clear_ex"
"1753",16,3,35,7,25,6,57,"clear_in","clear_ex","none","clear_in"
"1754",17,22,68,8,57,5,57,"ambiguous","clear_ex","clear_in","clear_in"
"1755",18,28,21,68,79,29,57,"clear_ex","clear_in","clear_ex","clear_in"
"1756",19,6,84,12,62,34,57,"clear_in","ambiguous","ambiguous","clear_ex"
"1757",20,7,77,8,59,6,57,"clear_in","clear_ex","ambiguous","clear_in"
"1758",21,2,88,9,61,10,57,"clear_in","clear_in","ambiguous","clear_ex"
"1759",22,10,15,10,60,28,57,"clear_ex","clear_ex","clear_in","clear_in"
"1760",23,12,80,47,74,50,57,"ambiguous","clear_in","clear_in","none"
"1761",24,26,78,12,20,5,57,"clear_in","clear_in","none","clear_ex"
"1762",25,21,100,64,83,72,57,"clear_in","clear_in","clear_in","none"
"1763",26,20,32,3,60,1,57,"none","clear_in","none","clear_ex"
"1764",27,31,73,24,64,20,57,"ambiguous","clear_in","clear_ex","clear_ex"
"1765",28,17,83,24,52,7,57,"clear_in","clear_ex","clear_in","clear_in"
"1766",29,1,22,17,63,6,57,"clear_ex","clear_in","ambiguous","clear_ex"
"1767",30,15,33,7,62,7,57,"ambiguous","clear_in","none","clear_in"
"1768",0,3,51,5,30,9,58,"clear_in","clear_ex","none","clear_in"
"1769",1,8,24,20,47,14,58,"clear_ex","ambiguous","clear_in","none"
"1770",2,24,93,50,64,23,58,"none","clear_in","none","clear_ex"
"1771",3,6,53,64,72,46,58,"ambiguous","none","clear_in","clear_ex"
"1772",4,1,16,13,47,34,58,"clear_ex","clear_in","ambiguous","none"
"1773",5,22,79,52,72,39,58,"clear_in","ambiguous","ambiguous","clear_in"
"1774",6,2,1,48,80,58,58,"clear_ex","none","clear_in","clear_in"
"1775",7,13,2,79,82,69,58,"none","clear_ex","clear_in","none"
"1776",8,7,98,56,78,42,58,"clear_in","clear_in","ambiguous","clear_ex"
"1777",9,29,61,26,48,15,58,"clear_in","clear_in","none","clear_ex"
"1778",10,15,11,29,32,13,58,"clear_ex","clear_in","ambiguous","clear_ex"
"1779",11,21,56,68,92,63,58,"none","none","clear_in","clear_in"
"1780",12,9,14,95,92,73,58,"ambiguous","ambiguous","clear_in","clear_ex"
"1781",13,14,38,4,24,7,58,"clear_in","ambiguous","none","clear_ex"
"1782",14,4,3,22,7,23,58,"ambiguous","clear_in","clear_ex","clear_ex"
"1783",15,25,52,88,92,84,58,"none","clear_in","ambiguous","clear_in"
"1784",16,12,70,31,51,20,58,"clear_ex","clear_in","none","clear_in"
"1785",17,26,20,49,52,43,58,"none","clear_in","ambiguous","clear_ex"
"1786",18,5,97,74,88,82,58,"clear_in","clear_in","clear_ex","clear_in"
"1787",19,16,54,9,21,9,58,"none","none","clear_in","none"
"1788",20,31,90,66,89,60,58,"none","clear_in","clear_ex","clear_in"
"1789",21,28,17,14,10,10,58,"clear_ex","clear_in","none","none"
"1790",22,17,98,97,98,99,58,"clear_in","clear_in","clear_in","clear_ex"
"1791",23,11,97,49,95,43,58,"clear_in","clear_in","clear_in","none"
"1792",24,10,83,19,63,49,58,"clear_in","clear_ex","ambiguous","clear_in"
"1793",25,18,83,27,85,14,58,"clear_ex","clear_in","clear_in","clear_ex"
"1794",26,27,0,93,92,99,58,"clear_in","clear_ex","none","none"
"1795",27,20,98,23,97,20,58,"clear_in","clear_in","ambiguous","clear_in"
"1796",28,19,31,48,66,40,58,"ambiguous","clear_ex","clear_in","none"
"1797",29,23,69,66,94,67,58,"ambiguous","clear_in","none","clear_ex"
"1798",30,30,33,6,8,6,58,"clear_in","ambiguous","none","none"
"1799",0,30,67,93,99,67,59,"none","none","clear_in","clear_ex"
"1800",1,22,96,97,100,80,59,"ambiguous","ambiguous","clear_in","none"
"1801",2,21,78,4,89,10,59,"clear_in","clear_ex","ambiguous","none"
"1802",3,20,100,1,48,6,59,"clear_in","ambiguous","ambiguous","clear_in"
"1803",4,3,7,23,66,4,59,"ambiguous","ambiguous","clear_in","clear_in"
"1804",5,15,5,93,100,24,59,"clear_ex","ambiguous","clear_in","clear_ex"
"1805",6,10,5,4,12,6,59,"clear_ex","none","clear_in","clear_in"
"1806",7,17,28,23,80,17,59,"clear_in","clear_ex","clear_ex","clear_in"
"1807",8,28,73,12,67,5,59,"clear_in","ambiguous","none","clear_ex"
"1808",9,18,77,8,14,10,59,"clear_in","ambiguous","clear_ex","clear_ex"
"1809",10,27,29,80,100,26,59,"clear_ex","clear_ex","clear_in","clear_in"
"1810",11,2,7,13,52,13,59,"none","ambiguous","clear_in","clear_ex"
"1811",12,6,47,6,26,7,59,"clear_in","clear_ex","none","clear_in"
"1812",13,29,76,26,86,27,59,"ambiguous","clear_in","clear_in","none"
"1813",14,23,52,56,93,24,59,"clear_ex","clear_in","clear_in","clear_ex"
"1814",15,8,100,7,7,7,59,"clear_in","none","ambiguous","clear_in"
"1815",16,12,89,17,39,16,59,"ambiguous","clear_in","none","clear_in"
"1816",17,31,92,15,20,11,59,"clear_in","none","clear_in","clear_ex"
"1817",18,25,78,7,33,10,59,"clear_in","ambiguous","none","clear_in"
"1818",19,19,95,6,14,4,59,"clear_in","clear_in","clear_ex","none"
"1819",20,24,5,6,7,5,59,"none","ambiguous","clear_in","clear_in"
"1820",21,16,82,14,32,23,59,"clear_in","clear_in","ambiguous","none"
"1821",22,26,57,7,7,9,59,"ambiguous","clear_in","none","clear_ex"
"1822",23,1,93,58,100,43,59,"clear_in","clear_ex","none","none"
"1823",24,7,94,7,8,5,59,"clear_in","ambiguous","clear_in","clear_in"
"1824",25,9,14,10,13,5,59,"clear_ex","clear_in","clear_ex","clear_in"
